Project Name,Project Link,File Name,File Link,Function Name,Line No,Link,Role,Type
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_confirmations.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py,post,112,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py#L112,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_confirmations.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py,post,105,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py#L105,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_confirmations.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py,post,119,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py#L119,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_confirmations.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py,post,130,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py#L130,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_confirmations.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py,<lambda>,130,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_confirmations.py#L130,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_discovery.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_discovery.py,test_discovery_print,22,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_discovery.py#L22,Mock,SystemCall
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,test_error,39,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L39,Mock,SystemCall
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,test_success,31,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L31,Stub,SystemCall
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,test_timeout,47,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L47,Stub,SystemCall
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/base.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/base.py,start,35,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/base.py#L35,Stub,Internal
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,start,139,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L139,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,<lambda>,209,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L209,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,verify,246,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L246,Spy,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,post,289,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L289,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,post,296,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L296,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,post,321,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L321,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_execute.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py,post,339,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_execute.py#L339,Mock,Request
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_install.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_install.py,test_is_installable,41,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_install.py#L41,Stub,SystemCall
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_install.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_install.py,test_is_not_necessary,79,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_install.py#L79,Stub,SystemCall
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_install.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_install.py,test_no_services,71,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_install.py#L71,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/base.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/base.py,start,22,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/base.py#L22,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_listener.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_listener.py,start,93,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_listener.py#L93,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_get_cmd_output,76,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L76,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_network_manager_wifi,88,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L88,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_wifi,83,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L83,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_raises,95,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L95,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_connect,117,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L117,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_dhcp,128,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L128,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_get_wireless_devices,105,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L105,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_no_wifi_devices,111,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L111,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_wait_up_timeout,135,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L135,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_connect,144,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L144,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_configure,180,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L180,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_configure_error,172,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L172,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,get,157,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L157,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,get,167,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L167,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_enable_wifi,192,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L192,,
Nekmo/amazon-dash,https://github.com/Nekmo/amazon-dash,amazon_dash/tests/test_wifi.py,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py,test_enable_wifi_connect_error,200,https://github.com/Nekmo/amazon-dash/tree/78c3f58701ce36c49dd053c9856ea21c91220cec/amazon_dash/tests/test_wifi.py#L200,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,mock_requests_get,107,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L107,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,object,109,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L109,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_requests_trust_bundle,111,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L111,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_returns_certificate,126,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L126,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_bad_request,136,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L136,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_bad_json,146,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L146,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_bad_trust_bundle,156,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L156,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,mock_requests_post,168,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L168,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,object,170,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L170,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_requests_data_signing,172,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L172,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_b64_encodes_data,197,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L197,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_returns_signed_data,212,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L212,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_supported_types,221,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L221,,
Azure/azure-iot-sdk-python,https://github.com/Azure/azure-iot-sdk-python,tests/unit/test_edge_hsm.py,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py,test_bad_request,238,https://github.com/Azure/azure-iot-sdk-python/tree/f3e84fc448b023e147502ceb81d0b1389d0bbcfa/tests/unit/test_edge_hsm.py#L238,,
