Project Name,Project Link,File Name,File Link,Missing Line Number,Missing Line Link,
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/cluster/routing/allocation/AbstractAllocationDecision.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/cluster/routing/allocation/AbstractAllocationDecision.java,175 -> 176,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/cluster/routing/allocation/AbstractAllocationDecision.java#L175#L176,Others
ignite-3,https://github.com/apache/ignite-3,modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/client/ItThinClientTransactionsTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/client/ItThinClientTransactionsTest.java,326,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/runner/src/integrationTest/java/org/apache/ignite/internal/runner/app/client/ItThinClientTransactionsTest.java#L326,Database
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/std/Numbers.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/std/Numbers.java,1172 -> 1174,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/std/Numbers.java#L1172#L1174,Others
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/cairo/vm/NullMapWriter.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/vm/NullMapWriter.java,80,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/vm/NullMapWriter.java#L80,Database
hono,https://github.com/eclipse-hono/hono,adapter-base/src/main/java/org/eclipse/hono/adapter/AbstractProtocolAdapterApplication.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/adapter-base/src/main/java/org/eclipse/hono/adapter/AbstractProtocolAdapterApplication.java,251,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/adapter-base/src/main/java/org/eclipse/hono/adapter/AbstractProtocolAdapterApplication.java#L251,Web Services Interaction
ignite-3,https://github.com/apache/ignite-3,modules/network/src/test/java/org/apache/ignite/internal/network/serialization/marshal/MarshallingContextTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/network/src/test/java/org/apache/ignite/internal/network/serialization/marshal/MarshallingContextTest.java,101 -> 102,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/network/src/test/java/org/apache/ignite/internal/network/serialization/marshal/MarshallingContextTest.java#L101#L102,Others
ignite-3,https://github.com/apache/ignite-3,modules/transactions/src/main/java/org/apache/ignite/internal/tx/message/TxMessageGroup.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/transactions/src/main/java/org/apache/ignite/internal/tx/message/TxMessageGroup.java,26,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/transactions/src/main/java/org/apache/ignite/internal/tx/message/TxMessageGroup.java#L26,Others
hono,https://github.com/eclipse-hono/hono,services/device-registry-base/src/main/java/org/eclipse/hono/service/management/credentials/CommonSecret.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/services/device-registry-base/src/main/java/org/eclipse/hono/service/management/credentials/CommonSecret.java,167,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/services/device-registry-base/src/main/java/org/eclipse/hono/service/management/credentials/CommonSecret.java#L167,Others
leshan,https://github.com/eclipse/leshan,leshan-client-cf/src/main/java/org/eclipse/leshan/client/californium/object/ObjectResource.java,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-client-cf/src/main/java/org/eclipse/leshan/client/californium/object/ObjectResource.java,415 -> 416,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-client-cf/src/main/java/org/eclipse/leshan/client/californium/object/ObjectResource.java#L415#L416,Web Services Interaction
ignite-3,https://github.com/apache/ignite-3,modules/table/src/testFixtures/java/org/apache/ignite/internal/table/TxAbstractTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/table/src/testFixtures/java/org/apache/ignite/internal/table/TxAbstractTest.java,2077 -> 2095,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/table/src/testFixtures/java/org/apache/ignite/internal/table/TxAbstractTest.java#L2077#L2095,Test Implementation Error or Skipped Test Or Part of Test
californium,https://github.com/eclipse-californium/californium,scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/pskstore/MultiPskFileStore.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/pskstore/MultiPskFileStore.java,451 -> 452,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/pskstore/MultiPskFileStore.java#L451#L452,File Processing
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,1345,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java#L1345,Others
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/cairo/vm/MemoryCMORImpl.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/vm/MemoryCMORImpl.java,141 -> 143,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/vm/MemoryCMORImpl.java#L141#L143,File Processing
crate,https://github.com/crate/crate,server/src/main/java/io/crate/execution/engine/collect/DocValuesAggregates.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/execution/engine/collect/DocValuesAggregates.java,220 -> 221,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/execution/engine/collect/DocValuesAggregates.java#L220#L221,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/common/util/BigArrays.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/util/BigArrays.java,137,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/util/BigArrays.java#L137,Others
crate,https://github.com/crate/crate,extensions/functions/src/main/java/io/crate/execution/engine/aggregation/impl/HyperLogLogPlusPlus.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/extensions/functions/src/main/java/io/crate/execution/engine/aggregation/impl/HyperLogLogPlusPlus.java,348 -> 349,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/extensions/functions/src/main/java/io/crate/execution/engine/aggregation/impl/HyperLogLogPlusPlus.java#L348#L349,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/bootstrap/JNANatives.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/bootstrap/JNANatives.java,103 -> 105,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/bootstrap/JNANatives.java#L103#L105,Logger
crate,https://github.com/crate/crate,server/src/main/java/io/crate/execution/engine/distribution/StreamBucket.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/execution/engine/distribution/StreamBucket.java,171,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/io/crate/execution/engine/distribution/StreamBucket.java#L171,Not implemented
hono,https://github.com/eclipse-hono/hono,services/device-registry-base/src/main/java/org/eclipse/hono/deviceregistry/service/device/AbstractRegistrationService.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/services/device-registry-base/src/main/java/org/eclipse/hono/deviceregistry/service/device/AbstractRegistrationService.java,480,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/services/device-registry-base/src/main/java/org/eclipse/hono/deviceregistry/service/device/AbstractRegistrationService.java#L480,Others
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/network/Net.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/network/Net.java,299 -> 301,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/network/Net.java#L299#L301,SystemCall Handling
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/cairo/wal/seq/TableTransactionLog.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/wal/seq/TableTransactionLog.java,144,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cairo/wal/seq/TableTransactionLog.java#L144,Others
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/cutlass/pgwire/PGConnectionContext.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cutlass/pgwire/PGConnectionContext.java,835,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/cutlass/pgwire/PGConnectionContext.java#L835,Database
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/monitor/fs/FsInfo.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/monitor/fs/FsInfo.java,293 -> 294,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/monitor/fs/FsInfo.java#L293#L294,File Processing
californium,https://github.com/eclipse-californium/californium,demo-apps/cf-proxy2/src/main/java/org/eclipse/californium/examples/ExampleCoapToHttpProxy2.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/demo-apps/cf-proxy2/src/main/java/org/eclipse/californium/examples/ExampleCoapToHttpProxy2.java,261,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/demo-apps/cf-proxy2/src/main/java/org/eclipse/californium/examples/ExampleCoapToHttpProxy2.java#L261,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,2247,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/engine/InternalEngine.java#L2247,File Processing
leshan,https://github.com/eclipse/leshan,leshan-core/src/main/java/org/eclipse/leshan/core/node/codec/text/LwM2mNodeTextDecoder.java,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core/src/main/java/org/eclipse/leshan/core/node/codec/text/LwM2mNodeTextDecoder.java,90,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core/src/main/java/org/eclipse/leshan/core/node/codec/text/LwM2mNodeTextDecoder.java#L90,Web Services Interaction
leshan,https://github.com/eclipse/leshan,leshan-server-cf/src/main/java/org/eclipse/leshan/server/californium/request/CoapRequestSetter.java,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-server-cf/src/main/java/org/eclipse/leshan/server/californium/request/CoapRequestSetter.java,38 -> 40,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-server-cf/src/main/java/org/eclipse/leshan/server/californium/request/CoapRequestSetter.java#L38#L40,Web Services Interaction
leshan,https://github.com/eclipse/leshan,leshan-client-core/src/main/java/org/eclipse/leshan/client/request/DefaultDownlinkReceiver.java,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-client-core/src/main/java/org/eclipse/leshan/client/request/DefaultDownlinkReceiver.java,365 -> 366,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-client-core/src/main/java/org/eclipse/leshan/client/request/DefaultDownlinkReceiver.java#L365#L366,Web Services Interaction
californium,https://github.com/eclipse-californium/californium,demo-apps/cf-plugtest-server/src/main/java/org/eclipse/californium/plugtests/PlugtestServer.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/demo-apps/cf-plugtest-server/src/main/java/org/eclipse/californium/plugtests/PlugtestServer.java,650 -> 652,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/demo-apps/cf-plugtest-server/src/main/java/org/eclipse/californium/plugtests/PlugtestServer.java#L650#L652,File Processing
hono,https://github.com/eclipse-hono/hono,service-base/src/main/java/org/eclipse/hono/service/NoopHealthCheckServer.java,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/service-base/src/main/java/org/eclipse/hono/service/NoopHealthCheckServer.java,40 -> 42,https://github.com/eclipse-hono/hono/tree/e8c8c5c4a44a6d12febe8985befa6d003cc21ba7/service-base/src/main/java/org/eclipse/hono/service/NoopHealthCheckServer.java#L40#L42,Others
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/common/lucene/uid/PerThreadIDVersionAndSeqNoLookup.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/lucene/uid/PerThreadIDVersionAndSeqNoLookup.java,124 -> 126,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/lucene/uid/PerThreadIDVersionAndSeqNoLookup.java#L124#L126,File Processing
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/index/mapper/Uid.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/mapper/Uid.java,44,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/index/mapper/Uid.java#L44,Web Services Interaction
ignite-3,https://github.com/apache/ignite-3,modules/client/src/test/java/org/apache/ignite/client/RetryPolicyTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client/src/test/java/org/apache/ignite/client/RetryPolicyTest.java,118,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client/src/test/java/org/apache/ignite/client/RetryPolicyTest.java#L118,Test Implementation Error or Skipped Test Or Part of Test
leshan,https://github.com/eclipse/leshan,leshan-core/src/main/java/org/eclipse/leshan/core/oscore/AeadAlgorithm.java,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core/src/main/java/org/eclipse/leshan/core/oscore/AeadAlgorithm.java,59,https://github.com/eclipse/leshan/tree/401a2049800340d21642addeabcf56e730a593b5/leshan-core/src/main/java/org/eclipse/leshan/core/oscore/AeadAlgorithm.java#L59,Others
ignite-3,https://github.com/apache/ignite-3,modules/raft/src/test/java/org/apache/ignite/raft/jraft/entity/LogIdTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/raft/src/test/java/org/apache/ignite/raft/jraft/entity/LogIdTest.java,48,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/raft/src/test/java/org/apache/ignite/raft/jraft/entity/LogIdTest.java#L48,Test Implementation Error or Skipped Test Or Part of Test
ignite-3,https://github.com/apache/ignite-3,modules/network-annotation-processor/src/main/java/org/apache/ignite/internal/network/processor/TransferableObjectProcessor.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/network-annotation-processor/src/main/java/org/apache/ignite/internal/network/processor/TransferableObjectProcessor.java,350 -> 351,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/network-annotation-processor/src/main/java/org/apache/ignite/internal/network/processor/TransferableObjectProcessor.java#L350#L351,File Processing
californium,https://github.com/eclipse-californium/californium,cf-utils/cf-unix-health/src/main/java/org/eclipse/californium/unixhealth/NetStatLogger.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/cf-utils/cf-unix-health/src/main/java/org/eclipse/californium/unixhealth/NetStatLogger.java,236 -> 239,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/cf-utils/cf-unix-health/src/main/java/org/eclipse/californium/unixhealth/NetStatLogger.java#L236#L239,Web Services Interaction
californium,https://github.com/eclipse-californium/californium,scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/InMemoryConnectionStore.java,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/InMemoryConnectionStore.java,618 -> 621,https://github.com/eclipse-californium/californium/tree/f1a07ef9abed5d47f2784a51a524316b51e04c7b/scandium-core/src/main/java/org/eclipse/californium/scandium/dtls/InMemoryConnectionStore.java#L618#L621,Web Services Interaction
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/action/admin/cluster/settings/SettingsUpdater.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/action/admin/cluster/settings/SettingsUpdater.java,149 -> 150,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/action/admin/cluster/settings/SettingsUpdater.java#L149#L150,NetWork Configurition
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/common/collect/CopyOnWriteHashMap.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/collect/CopyOnWriteHashMap.java,266,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/collect/CopyOnWriteHashMap.java#L266,Others
ignite-3,https://github.com/apache/ignite-3,modules/table/src/testFixtures/java/org/apache/ignite/internal/table/impl/TestTupleBuilder.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/table/src/testFixtures/java/org/apache/ignite/internal/table/impl/TestTupleBuilder.java,266 -> 267,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/table/src/testFixtures/java/org/apache/ignite/internal/table/impl/TestTupleBuilder.java#L266#L267,Others
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/std/Files.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/std/Files.java,264,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/std/Files.java#L264,File Processing
ignite-3,https://github.com/apache/ignite-3,modules/jdbc/src/integrationTest/java/org/apache/ignite/internal/jdbc/ItJdbcMetadataSelfTest.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/jdbc/src/integrationTest/java/org/apache/ignite/internal/jdbc/ItJdbcMetadataSelfTest.java,212 -> 214,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/jdbc/src/integrationTest/java/org/apache/ignite/internal/jdbc/ItJdbcMetadataSelfTest.java#L212#L214,Test Implementation Error or Skipped Test Or Part of Test
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/common/bytes/AbstractBytesReference.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/bytes/AbstractBytesReference.java,98,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/common/bytes/AbstractBytesReference.java#L98,Others
questdb,https://github.com/questdb/questdb,core/src/main/java/io/questdb/PropServerConfiguration.java,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/PropServerConfiguration.java,1757,https://github.com/questdb/questdb/tree/d5e603f2c61becc65046306c974a20edaa07954d/core/src/main/java/io/questdb/PropServerConfiguration.java#L1757,NetWork Configurition
ignite-3,https://github.com/apache/ignite-3,modules/client/src/main/java/org/apache/ignite/internal/client/TcpClientChannel.java,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client/src/main/java/org/apache/ignite/internal/client/TcpClientChannel.java,169,https://github.com/apache/ignite-3/tree/7d188ac7ae068bd69ff0e6e6cfe5a32ac5749d17/modules/client/src/main/java/org/apache/ignite/internal/client/TcpClientChannel.java#L169,Web Services Interaction
crate,https://github.com/crate/crate,server/src/main/java/org/elasticsearch/cluster/metadata/MetadataCreateIndexService.java,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/cluster/metadata/MetadataCreateIndexService.java,521,https://github.com/crate/crate/tree/e4e5f09da95bed137432cac501959c3234849086/server/src/main/java/org/elasticsearch/cluster/metadata/MetadataCreateIndexService.java#L521,Communication Scenarios Missing
